BATCH ID,NAME VEND,INVOICE ID,Line,AMT LINE , DESCRIPTION, ISSUED DATE,AMT TOTAL,Department,PRO CLASS 1
800187836,CLOSE BROTHERS RAIL LTD       ,5674,11,63.08,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,12,65.34,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,13,75.97,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,14,76.99,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,15,55.44,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,16,78.43,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,17,55.52,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,18,62.27,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,19,56.87,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,20,73.09,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,21,72.16,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,22,83.81,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,23,82.9,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,24,56.79,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,25,57.78,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,26,56.84,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,27,67.33,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,28,88.93,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,29,51.84,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,30,71.88,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,31,72.24,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,32,60.46,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,33,67.41,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,34,59.3,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,35,89.59,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,36,102.89,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,37,62.2,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,38,95.89,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,39,58.37,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,40,71.94,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,41,76.29,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,42,67.07,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,43,57.41,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,44,58.07,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,45,92.76,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,46,88.44,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,47,63.26,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,48,72.29,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,49,98.79,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,50,56.22,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,51,70.13,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,52,44.02,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,53,78.25,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,54,67.17,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,55,57.87,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,56,55.71,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,57,52.97,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,58,84.8,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,59,86.49,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,60,97.07,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,61,60.83,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,62,59.29,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,63,86.05,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,64,63.68,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,65,59.64,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,66,67.14,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,67,57.15,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,68,67.91,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,69,55.82,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,70,56.28,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,71,60.46,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,72,72.75,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,73,53.5,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,74,55.52,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,75,71,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,76,63.32,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,77,85.96,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,78,64.89,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,79,96.1,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,80,97.54,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,81,57.07,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,82,82.17,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,83,70.86,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,84,80.4,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,85,43.03,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,86,58.98,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,87,55.82,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,88,83.71,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,89,70.02,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,90,60,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,91,131.63,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,92,69.65,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,93,107.91,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,94,57.61,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,95,60,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,96,73.56,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800187836,CLOSE BROTHERS RAIL LTD       ,5674,97,76.73,PLANNED BUILDING FABRIC                 ,26/01/2023,,Property Department,Works - Construction
800186894,SPORTSAFE UK LTD              ,596699,1,15.42,PLANNED GYM EQUIPMENT                   ,09/01/2023,"1,431.06",Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,2,15.42,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,3,11.67,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,4,22.5,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,5,17.5,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,6,11.67,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,7,15.42,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,8,11.67,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,9,11.67,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,10,15.42,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,11,11.67,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,12,18.75,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,13,7.92,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,14,11.67,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,15,15.42,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,16,11.67,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,17,11.67,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,18,13.75,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,19,15.42,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,20,18.75,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,21,22.09,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,22,8.75,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,23,11.67,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,24,17.5,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,25,12.92,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,26,15.42,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,27,15.42,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,28,15.42,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,29,13.75,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,30,16.67,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,31,11.67,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,32,17.5,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,33,15.42,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,34,15.42,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,35,17.5,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,36,15.42,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,37,18.34,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,38,17.5,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,39,17.5,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,40,15.42,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,41,13.75,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,42,17.5,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,43,11.67,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,44,11.67,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,45,15.84,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,46,15.42,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,47,15.42,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,48,11.67,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,49,13.75,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,50,15.42,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,51,15.42,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,52,15.42,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,53,11.67,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,54,12.92,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,55,18.75,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,56,17.5,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,57,15.42,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,58,14.59,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,59,13.75,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,60,11.67,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,61,15.42,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,62,11.67,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,63,17.5,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,64,11.67,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,65,21.25,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,66,11.67,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
800186894,SPORTSAFE UK LTD              ,596699,67,17.5,PLANNED GYM EQUIPMENT                   ,09/01/2023,,Property Department,Sports & Playground Equipment & Maintenance
