BATCH ID,NAME VEND,INVOICE ID,Line,AMT LINE , DESCRIPTION, ISSUED DATE,AMT TOTAL,Department,PRO CLASS 1
241222P     ,WORCESTERSHIRE MEDAL SERVICE L,37752,22,9.12,UNIFORMS                                ,09/01/2023,,Fire Stations (North West),Clothing
241222P     ,WORCESTERSHIRE MEDAL SERVICE L,37752,23,6.08,UNIFORMS                                ,09/01/2023,,Fire Stations (North East),Clothing
241222P     ,WORCESTERSHIRE MEDAL SERVICE L,37752,24,3.04,UNIFORMS                                ,09/01/2023,,Fire Stations (North West),Clothing
241222P     ,WORCESTERSHIRE MEDAL SERVICE L,37752,25,9.12,UNIFORMS                                ,09/01/2023,,Fire Stations (South East),Clothing
241222P     ,WORCESTERSHIRE MEDAL SERVICE L,37752,26,6.08,UNIFORMS                                ,09/01/2023,,Fire Stations (North West),Clothing
241222P     ,WORCESTERSHIRE MEDAL SERVICE L,37752,27,6.08,UNIFORMS                                ,09/01/2023,,Fire Stations (South West),Clothing
241222P     ,WORCESTERSHIRE MEDAL SERVICE L,37752,28,9.12,UNIFORMS                                ,09/01/2023,,Fire Stations (South East),Clothing
241222P     ,WORCESTERSHIRE MEDAL SERVICE L,37752,29,6.08,UNIFORMS                                ,09/01/2023,,Fire Stations (South West),Clothing
241222P     ,WORCESTERSHIRE MEDAL SERVICE L,37752,30,3.04,UNIFORMS                                ,09/01/2023,,Fire Stations (North West),Clothing
241222P     ,WORCESTERSHIRE MEDAL SERVICE L,37752,31,6.08,UNIFORMS                                ,09/01/2023,,Fire Stations (North East),Clothing
241222P     ,WORCESTERSHIRE MEDAL SERVICE L,37752,32,9.12,UNIFORMS                                ,09/01/2023,,Fire Stations (South East),Clothing
241222P     ,WORCESTERSHIRE MEDAL SERVICE L,37752,33,12.16,UNIFORMS                                ,09/01/2023,,Fire Stations (South West),Clothing
241222P     ,WORCESTERSHIRE MEDAL SERVICE L,37752,34,9.12,UNIFORMS                                ,09/01/2023,,Fire Stations (North East),Clothing
241222P     ,WORCESTERSHIRE MEDAL SERVICE L,37752,35,6.08,UNIFORMS                                ,09/01/2023,,Fire Stations (North West),Clothing
241222P     ,WORCESTERSHIRE MEDAL SERVICE L,37752,36,11.02,UNIFORMS                                ,09/01/2023,,Fire Stations (South East),Clothing
241222P     ,WORCESTERSHIRE MEDAL SERVICE L,37752,37,12.16,UNIFORMS                                ,09/01/2023,,Fire Stations (South West),Clothing
241222P     ,WORCESTERSHIRE MEDAL SERVICE L,37752,38,12.16,UNIFORMS                                ,09/01/2023,,Respiratory Protective Equipment ,Clothing
241222P     ,WORCESTERSHIRE MEDAL SERVICE L,37752,39,6.08,UNIFORMS                                ,09/01/2023,,Fire Stations (South East),Clothing
241222P     ,WORCESTERSHIRE MEDAL SERVICE L,37752,40,9.12,UNIFORMS                                ,09/01/2023,,Fire Stations (North West),Clothing
241222P     ,WORCESTERSHIRE MEDAL SERVICE L,37752,41,9.12,UNIFORMS                                ,09/01/2023,,Fire Stations (North West),Clothing
241222P     ,WORCESTERSHIRE MEDAL SERVICE L,37752,42,12.16,UNIFORMS                                ,09/01/2023,,Fire Stations (North East),Clothing
241222P     ,WORCESTERSHIRE MEDAL SERVICE L,37752,43,12.62,UNIFORMS                                ,09/01/2023,,Fire Stations (South West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,1,15.96,UNIFORMS                                ,12/01/2023,313.78,Fire Stations (South West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,2,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,3,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,4,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,5,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,6,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,7,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,8,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,9,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,10,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,11,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,12,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,13,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,14,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (South West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,15,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,16,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,17,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,18,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,19,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (South West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,20,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,21,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,22,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,23,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,24,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,25,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,26,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,27,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (South West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,28,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,29,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,30,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,31,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,32,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,33,11.02,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41942,34,10.16,UNIFORMS                                ,12/01/2023,,Fire Stations (South West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,1,6.08,UNIFORMS                                ,12/01/2023,822.94,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,2,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,3,3.04,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,4,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,5,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,6,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,7,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,8,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,9,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,10,3.04,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,11,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,12,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,13,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,14,3.04,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,15,7.88,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,16,6.08,UNIFORMS                                ,12/01/2023,,Operational Resilience,Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,17,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (South West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,18,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (South West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,19,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,20,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,21,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,22,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,23,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,24,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,25,3.04,UNIFORMS                                ,12/01/2023,,Fire Stations (South West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,26,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,27,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,28,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (South West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,29,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,30,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,31,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,32,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,33,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,34,3.04,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,35,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,36,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,37,12.16,UNIFORMS                                ,12/01/2023,,Operational Resilience,Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,38,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,39,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,40,21.84,UNIFORMS                                ,12/01/2023,,Fire Stations (South West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,41,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,42,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,43,3.04,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,44,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,45,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,46,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,47,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,48,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (South West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,49,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (South West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,50,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,51,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,52,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,53,18.24,UNIFORMS                                ,12/01/2023,,Fire Stations (South West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,54,3.04,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,55,18.24,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,56,6.08,UNIFORMS                                ,12/01/2023,,Operational Resilience,Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,57,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,58,3.04,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,59,6.08,UNIFORMS                                ,12/01/2023,,Operational Resilience,Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,60,3.04,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,61,3.04,UNIFORMS                                ,12/01/2023,,Fire Stations (South West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,62,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,63,3.04,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,64,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,65,3.04,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,66,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,67,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,68,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,69,3.04,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,70,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,71,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,72,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,73,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,74,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,75,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,76,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,77,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,78,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,79,6.08,UNIFORMS                                ,12/01/2023,,Operational Resilience,Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,80,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,81,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,82,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,83,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,84,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,85,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,86,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,87,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,88,6.08,UNIFORMS                                ,12/01/2023,,Operational Resilience,Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,89,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,90,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,91,12.16,UNIFORMS                                ,12/01/2023,,Operational Resilience,Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,92,3.04,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,93,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,94,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,95,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,96,12.92,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,97,11.02,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41946,98,6.24,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41948,1,6.84,UNIFORMS                                ,12/01/2023,604.48,Fire Stations (South West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41948,2,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41948,3,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (South West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41948,4,3.04,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41948,5,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (South West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41948,6,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (South West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41948,7,3.04,UNIFORMS                                ,12/01/2023,,Fire Stations (North West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41948,8,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41948,9,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41948,10,6.08,UNIFORMS                                ,12/01/2023,,Fire Stations (South West),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41948,11,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (South East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41948,12,3.04,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41948,13,12.16,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41948,14,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (North East),Clothing
060123P     ,WORCESTERSHIRE MEDAL SERVICE L,41948,15,9.12,UNIFORMS                                ,12/01/2023,,Fire Stations (South West),Clothing
